7.805e+00 2.250e+01 5.570e-03 5.570e-04
1.487e+01 2.250e+01 1.268e-02 1.268e-03
1.437e+01 2.250e+01 1.324e-02 1.324e-03
1.412e+01 2.250e+01 1.358e-02 1.358e-03
1.361e+01 2.250e+01 1.370e-02 1.370e-03
1.336e+01 2.250e+01 1.385e-02 1.385e-03
1.311e+01 2.250e+01 1.329e-02 1.329e-03
1.286e+01 2.250e+01 1.389e-02 1.389e-03
1.261e+01 2.250e+01 1.394e-02 1.394e-03
1.235e+01 2.250e+01 1.449e-02 1.449e-03
1.387e+01 2.250e+01 1.327e-02 1.327e-03
1.185e+01 2.250e+01 1.505e-02 1.505e-03
1.135e+01 2.250e+01 1.555e-02 1.555e-03
1.084e+01 2.250e+01 1.692e-02 1.692e-03
1.034e+01 2.250e+01 1.907e-02 1.907e-03
9.829e+00 2.250e+01 2.817e-02 2.817e-03
9.323e+00 2.250e+01 1.946e-02 1.946e-03
8.817e+00 2.250e+01 1.241e-02 1.241e-03
8.311e+00 2.250e+01 8.970e-03 8.970e-04
1.210e+01 2.250e+01 1.505e-02 1.505e-03
1.487e+01 2.700e+01 1.351e-02 1.351e-03
1.389e+01 2.700e+01 1.387e-02 1.387e-03
1.311e+01 2.700e+01 1.467e-02 1.467e-03
1.235e+01 2.700e+01 1.437e-02 1.437e-03
1.261e+01 3.160e+01 1.653e-02 1.653e-03
1.487e+01 3.160e+01 1.400e-02 1.400e-03
1.412e+01 3.160e+01 1.457e-02 1.457e-03
1.387e+01 3.160e+01 1.445e-02 1.445e-03
1.361e+01 3.160e+01 1.568e-02 1.568e-03
1.336e+01 3.160e+01 1.513e-02 1.513e-03
1.311e+01 3.160e+01 1.568e-02 1.568e-03
1.286e+01 3.160e+01 1.495e-02 1.495e-03
1.235e+01 3.160e+01 1.586e-02 1.586e-03
1.437e+01 3.160e+01 1.399e-02 1.399e-03
1.185e+01 3.160e+01 1.485e-02 1.485e-03
1.210e+01 3.160e+01 1.577e-02 1.577e-03
8.311e+00 3.160e+01 8.620e-03 8.620e-04
8.817e+00 3.160e+01 1.091e-02 1.091e-03
9.323e+00 3.160e+01 1.624e-02 1.624e-03
7.805e+00 3.160e+01 5.070e-03 5.070e-04
1.034e+01 3.160e+01 1.773e-02 1.773e-03
1.084e+01 3.160e+01 1.548e-02 1.548e-03
1.135e+01 3.160e+01 1.495e-02 1.495e-03
9.829e+00 3.160e+01 2.343e-02 2.343e-03
1.487e+01 3.680e+01 1.405e-02 1.405e-03
1.261e+01 3.680e+01 1.655e-02 1.655e-03
1.437e+01 3.680e+01 1.428e-02 1.428e-03
1.412e+01 3.680e+01 1.540e-02 1.540e-03
1.387e+01 3.680e+01 1.502e-02 1.502e-03
1.336e+01 3.680e+01 1.609e-02 1.609e-03
1.311e+01 3.680e+01 1.553e-02 1.553e-03
1.286e+01 3.680e+01 1.659e-02 1.659e-03
1.235e+01 3.680e+01 1.652e-02 1.652e-03
1.361e+01 3.680e+01 1.591e-02 1.591e-03
1.185e+01 3.680e+01 1.607e-02 1.607e-03
1.135e+01 3.680e+01 1.559e-02 1.559e-03
1.084e+01 3.680e+01 1.454e-02 1.454e-03
1.034e+01 3.680e+01 1.587e-02 1.587e-03
9.829e+00 3.680e+01 1.993e-02 1.993e-03
9.323e+00 3.680e+01 1.482e-02 1.482e-03
8.817e+00 3.680e+01 1.007e-02 1.007e-03
8.311e+00 3.680e+01 7.450e-03 7.450e-04
7.805e+00 3.680e+01 3.640e-03 3.640e-04
1.210e+01 3.680e+01 1.646e-02 1.646e-03
1.311e+01 4.080e+01 1.557e-02 1.557e-03
1.336e+01 4.080e+01 1.636e-02 1.636e-03
1.361e+01 4.080e+01 1.504e-02 1.504e-03
1.487e+01 4.080e+01 1.295e-02 1.295e-03
1.412e+01 4.080e+01 1.363e-02 1.363e-03
1.437e+01 4.080e+01 1.362e-02 1.362e-03
1.286e+01 4.080e+01 1.705e-02 1.705e-03
1.387e+01 4.080e+01 1.485e-02 1.485e-03
1.261e+01 4.080e+01 1.743e-02 1.743e-03
1.084e+01 4.080e+01 1.387e-02 1.387e-03
1.210e+01 4.080e+01 1.640e-02 1.640e-03
1.185e+01 4.080e+01 1.529e-02 1.529e-03
1.135e+01 4.080e+01 1.486e-02 1.486e-03
1.034e+01 4.080e+01 1.400e-02 1.400e-03
9.829e+00 4.080e+01 1.871e-02 1.871e-03
9.323e+00 4.080e+01 1.365e-02 1.365e-03
8.817e+00 4.080e+01 9.700e-03 9.700e-04
8.311e+00 4.080e+01 6.850e-03 6.850e-04
1.235e+01 4.080e+01 1.669e-02 1.669e-03
1.437e+01 4.500e+01 1.213e-02 1.213e-03
1.412e+01 4.500e+01 1.273e-02 1.273e-03
1.487e+01 4.500e+01 1.197e-02 1.197e-03
